Interactor 1 Gene symbol,Interactor 1 HPRD id,Interactor 1 RefSeq id,Interactor 2 Gene symbol,Interactor 2 HPRD id,Interactor 2 RefSeq id,"Experiment type (in vivo, in vitro and yeast 2-hybrid)"
FNBP4,10996,NP_056123.2,LBR,02488,NP_002287.2,in vitro
TTRAP,05771,NP_057698.2,CD40,00178,NP_001241.1,in vivo;yeast 2-hybrid
SRPK1,15992,NP_003128.3,LBR,02488,NP_002287.2,in vitro
KLC1,02489,NP_001123579.1,KLC1,02489,NP_001123579.1,in vitro
MAPK8IP1,05223,NP_005447.1,KLC1,02489,NP_001123579.1,in vivo;yeast 2-hybrid
MAPK8IP3,12014,NP_055948.2,KLC1,02489,NP_001123579.1,in vitro;in vivo;yeast 2-hybrid
KIF5C,18371,NP_004513.1,KLC1,02489,NP_001123579.1,in vivo
SCN5A,02543,NP_932173.1,SNTB1,02490,NP_066301.1,in vitro
DTNA,03141,NP_001381.2,SNTB1,02490,NP_066301.1,in vitro;in vivo;yeast 2-hybrid
DGKZ,03260,Q13574,SNTB1,02490,NP_066301.1,in vitro
MAPK12,03868,NP_002960.2,SNTB1,02490,NP_066301.1,in vitro;yeast 2-hybrid
SCN4A,04912,NP_000325.4,SNTB1,02490,NP_066301.1,in vitro
LGTN,01057,NP_008824.2,ACHE,00010,NP_056646.1,in vivo
CDK5R2,04790,NP_003927.1,ACTN1,00020,NP_001123476.1,in vitro;yeast 2-hybrid
TRAF3IP2,06129,NP_671733.1,CD40,00178,NP_001241.1,in vivo
KCNJ12,09083,NP_066292.2,SNTB1,02490,NP_066301.1,in vitro;in vivo
SNTB2,02491,NP_006741.1,SNTB2,02491,NP_006741.1,in vivo
ABCA1,02501,NP_005493.2,SNTB2,02491,NP_006741.1,yeast 2-hybrid
SCN5A,02543,NP_932173.1,SNTB2,02491,NP_006741.1,in vivo
ERBB4,02767,NP_005226.1,SNTB2,02491,NP_006741.1,in vitro;in vivo;yeast 2-hybrid
DTNA,03141,NP_001381.2,SNTB2,02491,NP_006741.1,in vivo
DGKZ,03260,Q13574,SNTB2,02491,NP_006741.1,in vitro
PTPRN,03466,NP_002837.1,SNTB2,02491,NP_006741.1,in vivo
SCN4A,04912,NP_000325.4,SNTB2,02491,NP_006741.1,in vivo
KCNJ12,09083,NP_066292.2,SNTB2,02491,NP_006741.1,in vitro;in vivo
XRCC5,08935,NP_066964.1,CD40,00178,NP_001241.1,in vitro
MAST2,11294,NP_055927.2,SNTB2,02491,NP_006741.1,in vivo;yeast 2-hybrid
MAST1,17469,NP_055790.1,SNTB2,02491,NP_006741.1,in vivo;yeast 2-hybrid
NCOA2,09066,NP_006531.1,DLX5,02492,NP_005212.1,in vivo
SPEN,10230,NP_055816.2,DLX5,02492,NP_005212.1,in vitro
PTK2B,03131,NP_004094.3,MATK,02496,NP_002369.2,in vitro;in vivo
PXN,03937,BAA18998.1,MATK,02496,NP_002369.2,in vitro
BCL2L1,02497,NP_612815.1,BCL2L1,02497,NP_612815.1,in vivo;yeast 2-hybrid
BAK1,02744,NP_001179.1,BCL2L1,02497,NP_612815.1,in vitro;in vivo
TMBIM6,02851,NP_001092046.1,BCL2L1,02497,NP_612815.1,in vivo
NSMAF,09117,NP_001138244.1,CD40,00178,NP_001241.1,in vitro
PSEN2,02860,NP_000438.2,BCL2L1,02497,NP_612815.1,in vitro
IRS2,02878,NP_003740.2,BCL2L1,02497,NP_612815.1,in vivo
RTN1,02921,NP_066959.1,BCL2L1,02497,NP_612815.1,yeast 2-hybrid
BAG1,03292,NP_004314.4,BCL2L1,02497,NP_612815.1,in vivo
CASP8,03459,NP_001073594.1,BCL2L1,02497,NP_612815.1,in vitro
APAF1,03755,NP_863651.1,BCL2L1,02497,NP_612815.1,yeast 2-hybrid
CASP9,03756,NP_001220.2,BCL2L1,02497,NP_612815.1,in vivo
BAD,04409,NP_004313.1,BCL2L1,02497,NP_612815.1,in vitro;in vivo;yeast 2-hybrid
BNIP1,04480,NP_053582.2,BCL2L1,02497,NP_612815.1,in vivo;yeast 2-hybrid
BNIP3,04482,NP_004043.2,BCL2L1,02497,NP_612815.1,in vitro;in vivo;yeast 2-hybrid
FYN,00655,NP_002028.1,BCL3,00179,NP_005169.2,in vivo
BIK,04547,NP_001188.1,BCL2L1,02497,NP_612815.1,in vitro;in vivo
HRK,04581,NP_003797.1,BCL2L1,02497,NP_612815.1,in vitro;in vivo
CFLAR,04671,NP_003870.4,BCL2L1,02497,NP_612815.1,in vivo
BCL2L11,04828,NP_619527.1,BCL2L1,02497,NP_612815.1,in vitro;in vivo
BECN1,05087,NP_003757.1,BCL2L1,02497,NP_612815.1,in vitro;in vivo;yeast 2-hybrid
VDAC1,05137,NP_003365.1,BCL2L1,02497,NP_612815.1,in vivo
FKBP8,05327,NP_036313.3,BCL2L1,02497,NP_612815.1,in vitro;in vivo;yeast 2-hybrid
AVEN,05588,NP_065104.1,BCL2L1,02497,NP_612815.1,in vivo;yeast 2-hybrid
BCL2L14,05841,NP_620048.1,BCL2L1,02497,NP_612815.1,in vivo
IKZF3,05869,NP_036613.2,BCL2L1,02497,NP_612815.1,in vitro;in vivo
NFKB1,01238,NP_003989.2,BCL3,00179,NP_005169.2,in vitro;in vivo;yeast 2-hybrid
ANTXR1,05913,NP_115584.1,BCL2L1,02497,NP_612815.1,in vitro;in vivo
BCL2L10,06071,NP_065129.1,BCL2L1,02497,NP_612815.1,in vivo
RTN4,07259,NP_065393.1,BCL2L1,02497,NP_612815.1,in vivo;yeast 2-hybrid
BNIP3L,07288,NP_004322.1,BCL2L1,02497,NP_612815.1,in vitro;in vivo;yeast 2-hybrid
SPNS1,11599,NP_114427.1,BCL2L1,02497,NP_612815.1,in vivo
PMAIP1,12002,NP_066950.1,BCL2L1,02497,NP_612815.1,in vivo
PPP1CA,15942,NP_001008709.1,BCL2L1,02497,NP_612815.1,in vivo
SIVA1,16124,NP_006418.2,BCL2L1,02497,NP_612815.1,in vitro;in vivo
BCLAF1,16544,NP_055554.1,BCL2L1,02497,NP_612815.1,in vitro;yeast 2-hybrid
MOAP1,17580,NP_071434.2,BCL2L1,02497,NP_612815.1,in vitro;in vivo
NFKB2,01239,NP_001070962.1,BCL3,00179,NP_005169.2,in vivo
BAK1,02744,NP_001179.1,BAX,02498,NP_004315.1,in vivo
BCL2A1,03034,NP_004040.1,BAX,02498,NP_004315.1,in vivo;yeast 2-hybrid
SFN,03185,NP_006133.1,BAX,02498,NP_004315.1,in vivo
VDAC1,05137,NP_003365.1,BAX,02498,NP_004315.1,in vitro
-,05837,AAK50430.1,BAX,02498,NP_004315.1,in vitro;in vivo;yeast 2-hybrid
BCL2L10,06071,NP_065129.1,BAX,02498,NP_004315.1,in vivo
MCL1,08870,NP_068779.1,BAX,02498,NP_004315.1,in vitro
PMAIP1,12002,NP_066950.1,BAX,02498,NP_004315.1,in vivo
SH3GLB1,15333,NP_057093.1,BAX,02498,NP_004315.1,in vitro;in vivo;yeast 2-hybrid
FOS,01275,NP_005243.1,BCL3,00179,NP_005169.2,in vitro;in vivo
MOAP1,17580,NP_071434.2,BAX,02498,NP_004315.1,in vitro;in vivo
CD47,03017,NP_001768.1,P2RY2,02499,NP_788086.1,in vivo
APOA1,02517,NP_000030.1,ABCA1,02501,NP_005493.2,in vivo
PRKACA,03382,NP_002721.1,ABCA1,02501,NP_005493.2,in vivo
FADD,03909,NP_003815.1,ABCA1,02501,NP_005493.2,in vitro;in vivo;yeast 2-hybrid
MAP3K11,02502,NP_002410.1,MAP3K11,02502,NP_002410.1,in vitro
MAP3K12,02709,NP_006292.2,MAP3K11,02502,NP_002410.1,in vitro;in vivo
CHUK,02811,NP_001269.3,MAP3K11,02502,NP_002410.1,in vivo
MAP4K1,03583,NP_009112.1,MAP3K11,02502,NP_002410.1,in vitro
RAC1,03627,NP_061485.1,MAP3K11,02502,NP_002410.1,in vitro
JUN,01302,NP_002219.1,BCL3,00179,NP_005169.2,in vitro;in vivo
MAP2K7,04309,AAC16273.1,MAP3K11,02502,NP_002410.1,in vitro;in vivo
MAP4K2,04408,NP_004570.2,MAP3K11,02502,NP_002410.1,in vitro
IKBKB,04462,NP_001547.1,MAP3K11,02502,NP_002410.1,in vivo
KIF3A,05250,NP_008985.3,MAP3K11,02502,NP_002410.1,in vivo;yeast 2-hybrid
MAPK8IP3,12014,NP_055948.2,MAP3K11,02502,NP_002410.1,in vitro;in vivo
SH3RF1,15335,NP_065921.2,MAP3K11,02502,NP_002410.1,in vivo
TXK,02505,NP_003319.2,TXK,02505,NP_003319.2,in vitro;in vivo
CCR5,03223,NP_000570.1,TXK,02505,NP_003319.2,in vivo
TXK,02505,NP_003319.2,LCP2,03362,NP_005556.1,in vitro;in vivo
SH2D2A,05152,NP_003966.2,TXK,02505,NP_003319.2,yeast 2-hybrid
RXRA,01577,NP_002948.1,BCL3,00179,NP_005169.2,in vitro;yeast 2-hybrid
YTHDC1,11689,AAH41119.1,TXK,02505,NP_003319.2,in vitro
ITGB2,02506,NP_000202.2,ITGB2,02506,NP_000202.2,in vitro
SYK,02514,NP_003168.2,ITGB2,02506,NP_000202.2,in vivo
PTK2,02859,NP_005598.3,ITGB2,02506,NP_000202.2,in vitro
PTK2B,03131,NP_004094.3,ITGB2,02506,NP_000202.2,in vitro;in vivo
ESM1,03310,NP_008967.1,ITGB2,02506,NP_000202.2,in vivo
ICAM5,03509,NP_003250.3,ITGB2,02506,NP_000202.2,in vitro
ILK,03842,NP_004508.1,ITGB2,02506,NP_000202.2,in vivo
FHL2,04026,NP_001441.4,ITGB2,02506,NP_000202.2,in vitro;yeast 2-hybrid
DOK1,04228,NP_001372.1,ITGB2,02506,NP_000202.2,in vitro
RAB9A,02236,NP_004242.1,BCL3,00179,NP_005169.2,in vitro
DAB1,04582,NP_066566.3,ITGB2,02506,NP_000202.2,in vitro
VNN2,04652,NP_004656.2,ITGB2,02506,NP_000202.2,in vitro
NUMB,04767,NP_001005743.1,ITGB2,02506,NP_000202.2,in vitro
RANBP9,04835,NP_005484.2,ITGB2,02506,NP_000202.2,in vitro;in vivo
PRKCH,05669,NP_006246.2,ITGB2,02506,NP_000202.2,in vitro
COPS3,07262,NP_003644.2,ITGB2,02506,NP_000202.2,in vivo;yeast 2-hybrid
CD82,09004,NP_002222.1,ITGB2,02506,NP_000202.2,in vivo
CD226,09252,NP_006557.2,ITGB2,02506,NP_000202.2,in vivo
ITGAD,11785,NP_005344.2,ITGB2,02506,NP_000202.2,in vivo
LRP2,02509,NP_004516.2,LRP2,02509,NP_004516.2,in vitro;yeast 2-hybrid
MYOT,04981,NP_006781.1,ACTN1,00020,NP_001123476.1,in vivo
TBP,02511,NP_003185.1,BCL3,00179,NP_005169.2,in vitro
DLG1,03007,NP_004078.2,LRP2,02509,NP_004516.2,in vitro;yeast 2-hybrid
DAB2,03139,NP_001334.2,LRP2,02509,NP_004516.2,in vitro;in vivo;yeast 2-hybrid
MAGI1,04020,NP_001028229.1,LRP2,02509,NP_004516.2,in vitro;yeast 2-hybrid
APBB1,04087,NP_001155.1,LRP2,02509,NP_004516.2,in vitro;in vivo;yeast 2-hybrid
APBA2,04090,NP_005494.2,LRP2,02509,NP_004516.2,yeast 2-hybrid
DLG4,04199,NP_001356.1,LRP2,02509,NP_004516.2,in vitro;in vivo;yeast 2-hybrid
CUBN,04296,NP_001072.2,LRP2,02509,NP_004516.2,in vitro;in vivo
DAB1,04582,NP_066566.3,LRP2,02509,NP_004516.2,in vitro;yeast 2-hybrid
DLG2,04663,NP_001136171.1,LRP2,02509,NP_004516.2,in vitro;yeast 2-hybrid
MAPK8IP1,05223,NP_005447.1,LRP2,02509,NP_004516.2,in vitro;yeast 2-hybrid
CREBBP,02534,NP_004371.2,BCL3,00179,NP_005169.2,in vitro
LDLRAP1,05765,NP_056442.2,LRP2,02509,NP_004516.2,in vitro;in vivo;yeast 2-hybrid
PIP5K1C,05834,NP_036530.1,LRP2,02509,NP_004516.2,in vitro;yeast 2-hybrid
ITGB1BP1,06194,NP_004754.1,LRP2,02509,NP_004516.2,in vitro;yeast 2-hybrid
RBP1,07036,NP_002890.2,LRP2,02509,NP_004516.2,in vitro
ANKS1B,07426,NP_690001.3,LRP2,02509,NP_004516.2,yeast 2-hybrid
MAPK8IP2,09674,NP_036456.1,LRP2,02509,NP_004516.2,in vitro;yeast 2-hybrid
LRP2BP,10911,NP_060879.2,LRP2,02509,NP_004516.2,in vitro;yeast 2-hybrid
NOS1AP,12023,NP_055512.1,LRP2,02509,NP_004516.2,in vitro;yeast 2-hybrid
ANKRA2,12044,NP_075526.1,LRP2,02509,NP_004516.2,in vitro;in vivo;yeast 2-hybrid
GTF2A1,02748,NP_056943.1,BCL3,00179,NP_005169.2,in vitro
SYNJ2BP,15455,NP_060843.2,LRP2,02509,NP_004516.2,in vitro;yeast 2-hybrid
TBP,02511,NP_003185.1,TBP,02511,NP_003185.1,in vitro
AHR,02596,NP_001612.1,TBP,02511,NP_003185.1,in vivo;yeast 2-hybrid
SUB1,02737,NP_006704.3,TBP,02511,NP_003185.1,in vitro
GTF2A2,02747,NP_004483.1,TBP,02511,NP_003185.1,in vitro;in vivo
GTF2A1,02748,NP_056943.1,TBP,02511,NP_003185.1,in vitro
UBTF,02814,NP_055048.1,TBP,02511,NP_003185.1,in vivo
NACA,03137,NP_001106674.1,TBP,02511,NP_003185.1,in vitro;in vivo
SHC1,02780,NP_001123512.1,BCL3,00179,NP_005169.2,in vivo
DR1,03284,NP_001929.1,TBP,02511,NP_003185.1,in vitro
NCOA3,03570,NP_858045.1,TBP,02511,NP_003185.1,in vitro
DRAP1,03796,NP_006433.2,TBP,02511,NP_003185.1,in vitro;in vivo
NCOA1,04070,NP_003734.3,TBP,02511,NP_003185.1,in vitro
SNAPC4,04146,NP_003077.2,TBP,02511,NP_003185.1,in vitro
IKZF1,04318,NP_006051.1,TBP,02511,NP_003185.1,in vitro
DHX9,04386,NP_001348.2,TBP,02511,NP_003185.1,in vivo
TRIP4,05140,NP_057297.2,TBP,02511,NP_003185.1,in vitro
BRF1,05361,NP_001510.2,TBP,02511,NP_003185.1,in vitro;in vivo;yeast 2-hybrid
TAF1A,05362,NP_005672.1,TBP,02511,NP_003185.1,in vitro;in vivo;yeast 2-hybrid
NR4A1,00744,NP_002126.2,ATXN1,03333,NP_000323.2,yeast 2-hybrid
TAF1B,05363,NP_005671.2,TBP,02511,NP_003185.1,in vitro
TAF1C,05364,NP_005670.2,TBP,02511,NP_003185.1,in vitro
SNAPC2,05464,NP_003074.1,TBP,02511,NP_003185.1,in vitro
BTAF1,05546,NP_003963.1,TBP,02511,NP_003185.1,in vitro;in vivo
SPIB,06007,Q01892,TBP,02511,NP_003185.1,in vitro
BRF2,06115,NP_060780.2,TBP,02511,NP_003185.1,in vitro;in vivo
PAX6,06167,NP_001595.2,TBP,02511,NP_003185.1,in vitro;in vivo
KDM5A,08915,NP_001036068.1,TBP,02511,NP_003185.1,in vitro
GTF2B,08928,NP_001505.1,TBP,02511,NP_003185.1,in vitro;in vivo
BARD1,03354,NP_000456.2,BCL3,00179,NP_005169.2,in vitro;in vivo;yeast 2-hybrid
FOXF2,09131,NP_001443.1,TBP,02511,NP_003185.1,in vitro
EDF1,09235,NP_003783.1,TBP,02511,NP_003185.1,in vivo
TAF1L,09696,NP_722516.1,TBP,02511,NP_003185.1,yeast 2-hybrid
CREG1,09897,NP_003842.1,TBP,02511,NP_003185.1,in vitro
TAF13,11864,CAA58827.1,TBP,02511,NP_003185.1,in vitro;yeast 2-hybrid
TAF5,11876,NP_008882.2,TBP,02511,NP_003185.1,in vitro;in vivo
GTF3C3,11997,NP_036218.1,TBP,02511,NP_003185.1,in vitro;in vivo
TAF10,15972,NP_006275.1,TBP,02511,NP_003185.1,in vitro
TAF11,15980,NP_005634.1,TBP,02511,NP_003185.1,in vitro;in vivo
TRAM2,16338,NP_036420.1,TBP,02511,NP_003185.1,in vivo
NCOA1,04070,NP_003734.3,BCL3,00179,NP_005169.2,in vitro
ABT1,16469,NP_037507.1,TBP,02511,NP_003185.1,in vitro;in vivo
SHC1,02780,NP_001123512.1,PTPN12,02513,NP_002826.3,in vitro;in vivo;yeast 2-hybrid
PTPN12,02513,NP_002826.3,PTK2,02859,NP_005598.3,in vitro;in vivo
PTPN12,02513,NP_002826.3,PTK2B,03131,NP_004094.3,in vitro;in vivo
PRKACA,03382,NP_002721.1,PTPN12,02513,NP_002826.3,in vitro
TGFB1I1,03831,NP_001035919.1,PTPN12,02513,NP_002826.3,in vitro;in vivo;yeast 2-hybrid
PXN,03937,BAA18998.1,PTPN12,02513,NP_002826.3,in vitro;in vivo;yeast 2-hybrid
BCAR1,04248,NP_055382.2,PTPN12,02513,NP_002826.3,in vitro;in vivo
COPS5,06888,NP_006828.2,BCL3,00179,NP_005169.2,in vivo
PTPN12,02513,NP_002826.3,PSTPIP1,05891,NP_003969.2,in vitro;in vivo;yeast 2-hybrid
EFS,09932,NP_005855.1,PTPN12,02513,NP_002826.3,in vitro
NEDD9,11888,NP_006394.1,PTPN12,02513,NP_002826.3,in vitro
SYK,02514,NP_003168.2,SYK,02514,NP_003168.2,in vitro;in vivo
SYK,02514,NP_003168.2,SHC1,02780,NP_001123512.1,in vivo
PTK2,02859,NP_005598.3,SYK,02514,NP_003168.2,in vivo
SLA,03060,NP_006739.2,SYK,02514,NP_003168.2,in vivo
PTK2B,03131,NP_004094.3,SYK,02514,NP_003168.2,in vivo
SYK,02514,NP_003168.2,HCLS1,03199,NP_005326.2,in vitro
GTF2B,08928,NP_001505.1,BCL3,00179,NP_005169.2,in vitro
STAT5A,03301,NP_003143.2,SYK,02514,NP_003168.2,in vivo
LCP2,03362,NP_005556.1,SYK,02514,NP_003168.2,in vitro;yeast 2-hybrid
SYK,02514,NP_003168.2,MAP4K1,03583,NP_009112.1,in vitro
CRKL,03596,NP_005198.1,SYK,02514,NP_003168.2,in vitro;in vivo
SYK,02514,NP_003168.2,SH3BP2,03657,NP_003014.3,in vitro;in vivo;yeast 2-hybrid
LAT,03832,NP_001014989.2,SYK,02514,NP_003168.2,in vivo
TRAF6,03833,NP_665802.1,SYK,02514,NP_003168.2,in vivo
PXN,03937,BAA18998.1,SYK,02514,NP_003168.2,in vitro;in vivo
TUBA1A,03959,NP_006000.2,SYK,02514,NP_003168.2,in vitro
HNRNPU,04185,NP_114032.2,SYK,02514,NP_003168.2,in vitro
N4BP2,11382,NP_060647.2,BCL3,00179,NP_005169.2,in vitro;in vivo
SYK,02514,NP_003168.2,TYROBP,04996,NP_003323.1,in vitro;in vivo
BLNK,05153,NP_037446.1,SYK,02514,NP_003168.2,in vivo
SIT1,05394,NP_055265.1,SYK,02514,NP_003168.2,in vivo
PAG1,05772,NP_060910.3,SYK,02514,NP_003168.2,in vitro
GAB2,05866,NP_036428.1,SYK,02514,NP_003168.2,in vitro
CD3E,08923,NP_000724.1,SYK,02514,NP_003168.2,in vitro;in vivo
SH2B2,16097,NP_066189.3,SYK,02514,NP_003168.2,in vivo
NFAM1,16380,NP_666017.1,SYK,02514,NP_003168.2,in vitro
SYK,02514,NP_003168.2,DBNL,06588,NP_001116428.1,in vivo
TFIP11,11628,NP_036275.1,TUFT1,02516,NP_064512.1,in vitro;yeast 2-hybrid
GIPC1,05462,NP_005707.1,ACTN1,00020,NP_001123476.1,in vitro;in vivo
BCL6,00180,NP_620309.1,BCL6,00180,NP_620309.1,in vitro;in vivo
SCARB1,03024,NP_005496.4,APOA1,02517,NP_000030.1,in vivo
GPLD1,03946,NP_001494.2,APOA1,02517,NP_000030.1,in vitro;in vivo
APOL1,04774,NP_663318.1,APOA1,02517,NP_000030.1,in vivo
LCAT,06098,NP_000220.1,APOA1,02517,NP_000030.1,in vivo
APOA1BP,16397,NP_658985.2,APOA1,02517,NP_000030.1,in vitro;yeast 2-hybrid
RAPGEF1,02627,NP_941372.1,RRAS2,02518,NP_036382.2,in vitro
RALGDS,03371,NP_006257.1,RRAS2,02518,NP_036382.2,in vitro;in vivo;yeast 2-hybrid
TRAF3,03539,NP_663777.1,RRAS2,02518,NP_036382.2,in vitro;in vivo
RABAC1,05375,NP_006414.2,RRAS2,02518,NP_036382.2,in vivo;yeast 2-hybrid
RIN1,05813,NP_004283.2,RRAS2,02518,NP_036382.2,in vivo;yeast 2-hybrid
JUN,01302,NP_002219.1,BCL6,00180,NP_620309.1,in vitro;in vivo
RASSF5,06117,NP_872604.1,RRAS2,02518,NP_036382.2,in vitro
RAPGEF3,06928,NP_001092001.1,RRAS2,02518,NP_036382.2,in vitro
RAPGEF4,06929,NP_008954.2,RRAS2,02518,NP_036382.2,in vitro
RASGRF1,07362,Q13972,RRAS2,02518,NP_036382.2,in vitro
ARHGEF2,10458,NP_001155855.1,RRAS2,02518,NP_036382.2,in vitro
RASIP1,15214,NP_060275.2,RRAS2,02518,NP_036382.2,yeast 2-hybrid
TFAP2B,03360,NP_003212.2,SYT4,02519,NP_065834.1,in vivo
SYNCRIP,06734,NP_006363.4,SYT4,02519,NP_065834.1,in vitro;in vivo
STX2,11816,NP_919337.1,SYT4,02519,NP_065834.1,in vitro
JUNB,01303,NP_002220.1,BCL6,00180,NP_620309.1,in vitro;in vivo
NRXN1,11858,NP_001129131.1,SYT4,02519,NP_065834.1,in vitro
STX3,15985,NP_004168.1,SYT4,02519,NP_065834.1,in vitro
WNK1,05570,NP_061852.2,SYT2,02520,NP_796376.2,in vivo
SYNCRIP,06734,NP_006363.4,SYT2,02520,NP_796376.2,in vitro
KLHL3,09011,NP_059111.2,SYT2,02520,NP_796376.2,in vitro
STON2,10531,NP_149095.2,SYT2,02520,NP_796376.2,in vitro;in vivo
NRXN1,11858,NP_001129131.1,SYT2,02520,NP_796376.2,in vitro
YWHAZ,03183,NP_003397.1,INPP5A,02521,Q14642,in vitro
MMP13,02522,NP_002418.1,BCAN,02644,NP_068767.3,in vitro
JUND,01304,NP_005345.3,BCL6,00180,NP_620309.1,in vitro;in vivo
MMP14,02856,NP_004986.1,MMP13,02522,NP_002418.1,in vivo
ADAMTS5,05420,NP_008969.2,MMP13,02522,NP_002418.1,in vitro
SGK1,04264,NP_001137148.1,SLC1A3,02523,NP_004163.3,in vitro
DYNLL1,03334,NP_003737.1,DYNC1H1,02524,NP_001367.2,in vitro
SGCB,02942,NP_000223.1,SGCA,02525,NP_000014.1,in vivo
HNRNPL,04360,NP_001524.2,HNRNPA2B1,02526,NP_112533.1,in vivo
TTF2,05280,NP_003585.3,HNRNPA2B1,02526,NP_112533.1,in vivo
SFRS12,18043,NP_001070667.1,HNRNPA2B1,02526,NP_112533.1,in vitro;in vivo;yeast 2-hybrid
SP1,01796,NP_612482.2,BCL6,00180,NP_620309.1,in vitro;in vivo
PRKACA,03382,NP_002721.1,PDE4B,02528,NP_002591.2,in vivo
PRKACA,03382,NP_002721.1,PDE4D,02530,NP_001098101.1,in vitro
AKAP6,05257,NP_004265.3,PDE4D,02530,NP_001098101.1,in vitro;in vivo
PDE4DIP,10482,NP_055459.4,PDE4D,02530,NP_001098101.1,in vivo;yeast 2-hybrid
KPNA2,02818,NP_002257.1,APOBEC1,02531,NP_001635.2,yeast 2-hybrid
CUGBP2,03964,AAH36391.1,APOBEC1,02531,NP_001635.2,in vitro;in vivo
BAG4,04861,NP_004865.1,APOBEC1,02531,NP_001635.2,in vitro;in vivo;yeast 2-hybrid
DNAJB11,07485,NP_057390.1,APOBEC1,02531,NP_001635.2,in vitro;in vivo;yeast 2-hybrid
A1CF,10627,NP_620310.1,APOBEC1,02531,NP_001635.2,in vitro;in vivo
NCOR2,02910,NP_006303.3,BCL6,00180,NP_620309.1,in vitro;in vivo
MAP2K4,03213,NP_003001.1,MAP3K10,02533,NP_002437.2,in vitro
KIFAP3,03499,NP_055785.2,MAP3K10,02533,NP_002437.2,in vivo;yeast 2-hybrid
DLG4,04199,NP_001356.1,MAP3K10,02533,NP_002437.2,in vitro
KIF3B,04781,NP_004789.1,MAP3K10,02533,NP_002437.2,in vitro;yeast 2-hybrid
DNM1L,04833,NP_036192.2,MAP3K10,02533,NP_002437.2,in vivo
KIF3A,05250,NP_008985.3,MAP3K10,02533,NP_002437.2,in vitro;in vivo;yeast 2-hybrid
RACGAP1,05402,NP_037409.2,MAP3K10,02533,NP_002437.2,in vitro
YWHAE,05457,NP_006752.1,MAP3K10,02533,NP_002437.2,yeast 2-hybrid
SH3RF1,15335,NP_065921.2,MAP3K10,02533,NP_002437.2,in vitro
NCOR1,02911,NP_006302.2,BCL6,00180,NP_620309.1,in vitro;in vivo
CREBBP,02534,NP_004371.2,CREBBP,02534,NP_004371.2,in vitro;in vivo;yeast 2-hybrid
HNF4A,02612,CAA89989.1,CREBBP,02534,NP_004371.2,in vitro;yeast 2-hybrid
SREBF2,02726,NP_004590.2,CREBBP,02534,NP_004371.2,in vitro;in vivo
NFATC2,02730,NP_775114.1,CREBBP,02534,NP_004371.2,in vitro
NFE2L2,02732,NP_006155.2,CREBBP,02534,NP_004371.2,in vitro;in vivo;yeast 2-hybrid
STAT1,02777,NP_009330.1,CREBBP,02534,NP_004371.2,in vitro
STAT2,02778,NP_005410.1,CREBBP,02534,NP_004371.2,in vitro;in vivo
CREBBP,02534,NP_004371.2,KPNA2,02818,NP_002257.1,in vitro;in vivo
IRF4,03543,NP_002451.2,BCL6,00180,NP_620309.1,in vitro;in vivo
NUP98,03012,NP_057404.2,CREBBP,02534,NP_004371.2,in vitro;in vivo
MYBL2,03247,NP_002457.1,CREBBP,02534,NP_004371.2,in vitro;in vivo
TDG,03251,NP_003202.3,CREBBP,02534,NP_004371.2,in vitro;in vivo;yeast 2-hybrid
STAT6,03302,NP_003144.3,CREBBP,02534,NP_004371.2,in vitro;in vivo
ALX1,03316,NP_008913.2,CREBBP,02534,NP_004371.2,in vitro;in vivo;yeast 2-hybrid
PROX1,03330,NP_002754.2,CREBBP,02534,NP_004371.2,in vivo
RPS6KA1,03402,NP_001006666.1,CREBBP,02534,NP_004371.2,in vitro;in vivo
NEUROG1,03430,NP_006152.2,CREBBP,02534,NP_004371.2,in vivo
NCOA3,03570,NP_858045.1,CREBBP,02534,NP_004371.2,in vitro
TP73,03587,NP_005418.1,CREBBP,02534,NP_004371.2,in vitro
HDAC4,05610,NP_006028.2,BCL6,00180,NP_620309.1,in vitro;in vivo
CREBBP,02534,NP_004371.2,MAFG,03605,NP_002350.1,in vitro;in vivo
KLF4,03769,AAH30811.1,CREBBP,02534,NP_004371.2,in vitro;in vivo
KAT2A,03807,NP_066564.2,CREBBP,02534,NP_004371.2,in vitro
KHDRBS1,03926,NP_006550.1,CREBBP,02534,NP_004371.2,in vivo
NCOA1,04070,NP_003734.3,CREBBP,02534,NP_004371.2,in vitro;in vivo
EP300,04078,NP_001420.2,CREBBP,02534,NP_004371.2,in vitro
PHOX2A,04129,NP_005160.2,CREBBP,02534,NP_004371.2,in vitro
KLF5,04212,NP_001721.2,CREBBP,02534,NP_004371.2,in vitro
RBBP4,04232,NP_005601.1,CREBBP,02534,NP_004371.2,in vitro;in vivo
CITED2,04245,NP_006070.2,CREBBP,02534,NP_004371.2,in vivo
HDAC9,05944,NP_848512.1,BCL6,00180,NP_620309.1,in vitro;in vivo
HIF1A,04517,NP_001521.1,CREBBP,02534,NP_004371.2,in vitro;in vivo;yeast 2-hybrid
MBD2,04647,NP_003918.1,CREBBP,02534,NP_004371.2,in vivo
IRF3,04769,NP_001562.1,CREBBP,02534,NP_004371.2,in vitro;in vivo
ONECUT1,05002,NP_004489.1,CREBBP,02534,NP_004371.2,in vitro
TRIP4,05140,NP_057297.2,CREBBP,02534,NP_004371.2,in vitro;yeast 2-hybrid
